mDot tR H2 O2 N2 H2O H O OH HO2 H2O2 N NO NO2 T
7.9966e-03 1.1404e-03 2.7550e-03 1.8816e-02 7.4508e-01 2.2061e-01 5.0123e-04 2.3822e-03 9.7532e-03 5.3425e-06 2.2263e-06 7.2478e-09 9.5480e-05 3.5975e-09 2.1435e+03
8.0892e-03 1.1279e-03 2.7613e-03 1.8872e-02 7.4508e-01 2.2052e-01 5.0424e-04 2.3951e-03 9.7661e-03 5.3682e-06 2.2473e-06 7.1861e-09 9.4003e-05 3.5135e-09 2.1422e+03
8.1830e-03 1.1155e-03 2.7676e-03 1.8928e-02 7.4508e-01 2.2043e-01 5.0725e-04 2.4079e-03 9.7790e-03 5.3940e-06 2.2685e-06 7.1247e-09 9.2543e-05 3.4312e-09 2.1409e+03
8.2779e-03 1.1033e-03 2.7740e-03 1.8984e-02 7.4508e-01 2.2034e-01 5.1029e-04 2.4209e-03 9.7917e-03 5.4200e-06 2.2900e-06 7.0636e-09 9.1103e-05 3.3507e-09 2.1397e+03
8.3738e-03 1.0912e-03 2.7803e-03 1.9040e-02 7.4508e-01 2.2025e-01 5.1334e-04 2.4339e-03 9.8044e-03 5.4461e-06 2.3117e-06 7.0028e-09 8.9680e-05 3.2718e-09 2.1384e+03
8.4709e-03 1.0792e-03 2.7866e-03 1.9096e-02 7.4508e-01 2.2016e-01 5.1641e-04 2.4469e-03 9.8170e-03 5.4723e-06 2.3336e-06 6.9423e-09 8.8274e-05 3.1946e-09 2.1371e+03
8.5691e-03 1.0674e-03 2.7930e-03 1.9153e-02 7.4508e-01 2.2007e-01 5.1949e-04 2.4600e-03 9.8296e-03 5.4987e-06 2.3557e-06 6.8822e-09 8.6887e-05 3.1191e-09 2.1358e+03
8.6684e-03 1.0557e-03 2.7993e-03 1.9210e-02 7.4508e-01 2.1998e-01 5.2260e-04 2.4731e-03 9.8420e-03 5.5253e-06 2.3781e-06 6.8223e-09 8.5517e-05 3.0451e-09 2.1345e+03
8.7689e-03 1.0441e-03 2.8057e-03 1.9266e-02 7.4508e-01 2.1989e-01 5.2571e-04 2.4863e-03 9.8544e-03 5.5520e-06 2.4007e-06 6.7628e-09 8.4165e-05 2.9727e-09 2.1332e+03
8.8705e-03 1.0326e-03 2.8120e-03 1.9323e-02 7.4508e-01 2.1979e-01 5.2885e-04 2.4996e-03 9.8668e-03 5.5788e-06 2.4236e-06 6.7035e-09 8.2829e-05 2.9018e-09 2.1320e+03
8.9733e-03 1.0213e-03 2.8184e-03 1.9380e-02 7.4509e-01 2.1970e-01 5.3200e-04 2.5129e-03 9.8790e-03 5.6058e-06 2.4467e-06 6.6446e-09 8.1511e-05 2.8325e-09 2.1307e+03
9.0773e-03 1.0101e-03 2.8247e-03 1.9438e-02 7.4509e-01 2.1961e-01 5.3517e-04 2.5263e-03 9.8912e-03 5.6330e-06 2.4700e-06 6.5860e-09 8.0210e-05 2.7646e-09 2.1294e+03
9.1825e-03 9.9905e-04 2.8311e-03 1.9495e-02 7.4509e-01 2.1952e-01 5.3835e-04 2.5397e-03 9.9033e-03 5.6603e-06 2.4936e-06 6.5277e-09 7.8925e-05 2.6982e-09 2.1280e+03
9.2890e-03 9.8810e-04 2.8375e-03 1.9552e-02 7.4509e-01 2.1943e-01 5.4155e-04 2.5531e-03 9.9154e-03 5.6878e-06 2.5175e-06 6.4697e-09 7.7658e-05 2.6332e-09 2.1267e+03
9.3966e-03 9.7728e-04 2.8438e-03 1.9610e-02 7.4509e-01 2.1933e-01 5.4477e-04 2.5667e-03 9.9273e-03 5.7154e-06 2.5416e-06 6.4120e-09 7.6406e-05 2.5697e-09 2.1254e+03
9.5056e-03 9.6657e-04 2.8502e-03 1.9668e-02 7.4509e-01 2.1924e-01 5.4801e-04 2.5802e-03 9.9392e-03 5.7432e-06 2.5659e-06 6.3547e-09 7.5171e-05 2.5075e-09 2.1241e+03
9.6157e-03 9.5599e-04 2.8566e-03 1.9725e-02 7.4509e-01 2.1915e-01 5.5126e-04 2.5939e-03 9.9510e-03 5.7711e-06 2.5905e-06 6.2976e-09 7.3952e-05 2.4466e-09 2.1228e+03
9.7272e-03 9.4552e-04 2.8630e-03 1.9783e-02 7.4509e-01 2.1906e-01 5.5453e-04 2.6075e-03 9.9627e-03 5.7992e-06 2.6154e-06 6.2408e-09 7.2749e-05 2.3871e-09 2.1215e+03
9.8400e-03 9.3517e-04 2.8693e-03 1.9841e-02 7.4509e-01 2.1897e-01 5.5782e-04 2.6213e-03 9.9744e-03 5.8275e-06 2.6406e-06 6.1844e-09 7.1562e-05 2.3289e-09 2.1201e+03
9.9540e-03 9.2494e-04 2.8757e-03 1.9900e-02 7.4509e-01 2.1887e-01 5.6112e-04 2.6351e-03 9.9860e-03 5.8559e-06 2.6660e-06 6.1283e-09 7.0391e-05 2.2720e-09 2.1188e+03
1.0069e-02 9.1481e-04 2.8821e-03 1.9958e-02 7.4509e-01 2.1878e-01 5.6444e-04 2.6489e-03 9.9974e-03 5.8845e-06 2.6917e-06 6.0724e-09 6.9235e-05 2.2163e-09 2.1175e+03
1.0186e-02 9.0480e-04 2.8885e-03 2.0017e-02 7.4509e-01 2.1869e-01 5.6778e-04 2.6628e-03 1.0009e-02 5.9132e-06 2.7176e-06 6.0169e-09 6.8095e-05 2.1619e-09 2.1161e+03
1.0304e-02 8.9491e-04 2.8949e-03 2.0075e-02 7.4509e-01 2.1859e-01 5.7114e-04 2.6767e-03 1.0020e-02 5.9421e-06 2.7439e-06 5.9617e-09 6.6969e-05 2.1086e-09 2.1148e+03
1.0424e-02 8.8512e-04 2.9013e-03 2.0134e-02 7.4509e-01 2.1850e-01 5.7451e-04 2.6907e-03 1.0031e-02 5.9712e-06 2.7704e-06 5.9068e-09 6.5859e-05 2.0565e-09 2.1134e+03
1.0544e-02 8.7544e-04 2.9077e-03 2.0193e-02 7.4509e-01 2.1841e-01 5.7790e-04 2.7048e-03 1.0043e-02 6.0004e-06 2.7972e-06 5.8522e-09 6.4764e-05 2.0056e-09 2.1121e+03
1.0667e-02 8.6587e-04 2.9141e-03 2.0252e-02 7.4509e-01 2.1831e-01 5.8131e-04 2.7189e-03 1.0054e-02 6.0298e-06 2.8243e-06 5.7980e-09 6.3684e-05 1.9559e-09 2.1107e+03
1.0790e-02 8.5640e-04 2.9205e-03 2.0311e-02 7.4509e-01 2.1822e-01 5.8474e-04 2.7330e-03 1.0065e-02 6.0593e-06 2.8517e-06 5.7440e-09 6.2619e-05 1.9072e-09 2.1093e+03
1.0915e-02 8.4704e-04 2.9269e-03 2.0370e-02 7.4509e-01 2.1813e-01 5.8818e-04 2.7472e-03 1.0076e-02 6.0890e-06 2.8794e-06 5.6903e-09 6.1568e-05 1.8597e-09 2.1080e+03
1.1042e-02 8.3779e-04 2.9333e-03 2.0430e-02 7.4510e-01 2.1803e-01 5.9164e-04 2.7615e-03 1.0086e-02 6.1189e-06 2.9074e-06 5.6370e-09 6.0531e-05 1.8132e-09 2.1066e+03
1.1170e-02 8.2863e-04 2.9397e-03 2.0489e-02 7.4510e-01 2.1794e-01 5.9512e-04 2.7758e-03 1.0097e-02 6.1490e-06 2.9357e-06 5.5840e-09 5.9509e-05 1.7677e-09 2.1052e+03
1.1299e-02 8.1958e-04 2.9461e-03 2.0549e-02 7.4510e-01 2.1784e-01 5.9862e-04 2.7902e-03 1.0108e-02 6.1792e-06 2.9643e-06 5.5312e-09 5.8501e-05 1.7233e-09 2.1039e+03
1.1430e-02 8.1063e-04 2.9525e-03 2.0609e-02 7.4510e-01 2.1775e-01 6.0213e-04 2.8046e-03 1.0118e-02 6.2096e-06 2.9932e-06 5.4788e-09 5.7507e-05 1.6799e-09 2.1025e+03
1.1563e-02 8.0178e-04 2.9589e-03 2.0669e-02 7.4510e-01 2.1766e-01 6.0566e-04 2.8191e-03 1.0129e-02 6.2401e-06 3.0224e-06 5.4267e-09 5.6526e-05 1.6375e-09 2.1011e+03
1.1697e-02 7.9302e-04 2.9653e-03 2.0729e-02 7.4510e-01 2.1756e-01 6.0921e-04 2.8336e-03 1.0139e-02 6.2709e-06 3.0519e-06 5.3749e-09 5.5560e-05 1.5961e-09 2.0997e+03
1.1832e-02 7.8437e-04 2.9717e-03 2.0789e-02 7.4510e-01 2.1747e-01 6.1278e-04 2.8482e-03 1.0149e-02 6.3017e-06 3.0818e-06 5.3234e-09 5.4607e-05 1.5556e-09 2.0983e+03
1.1970e-02 7.7580e-04 2.9781e-03 2.0850e-02 7.4510e-01 2.1737e-01 6.1637e-04 2.8628e-03 1.0160e-02 6.3328e-06 3.1120e-06 5.2722e-09 5.3667e-05 1.5160e-09 2.0969e+03
1.2108e-02 7.6734e-04 2.9845e-03 2.0910e-02 7.4510e-01 2.1728e-01 6.1997e-04 2.8775e-03 1.0170e-02 6.3640e-06 3.1425e-06 5.2213e-09 5.2741e-05 1.4774e-09 2.0955e+03
1.2249e-02 7.5897e-04 2.9909e-03 2.0971e-02 7.4510e-01 2.1718e-01 6.2360e-04 2.8922e-03 1.0180e-02 6.3955e-06 3.1733e-06 5.1707e-09 5.1827e-05 1.4396e-09 2.0941e+03
1.2391e-02 7.5069e-04 2.9974e-03 2.1032e-02 7.4510e-01 2.1709e-01 6.2724e-04 2.9070e-03 1.0190e-02 6.4270e-06 3.2045e-06 5.1204e-09 5.0927e-05 1.4028e-09 2.0927e+03
1.2534e-02 7.4250e-04 3.0038e-03 2.1093e-02 7.4510e-01 2.1699e-01 6.3089e-04 2.9218e-03 1.0200e-02 6.4588e-06 3.2360e-06 5.0704e-09 5.0040e-05 1.3667e-09 2.0913e+03
1.2680e-02 7.3440e-04 3.0102e-03 2.1154e-02 7.4510e-01 2.1690e-01 6.3457e-04 2.9367e-03 1.0209e-02 6.4907e-06 3.2678e-06 5.0208e-09 4.9165e-05 1.3316e-09 2.0899e+03
1.2826e-02 7.2640e-04 3.0166e-03 2.1215e-02 7.4510e-01 2.1680e-01 6.3827e-04 2.9517e-03 1.0219e-02 6.5228e-06 3.3000e-06 4.9714e-09 4.8303e-05 1.2972e-09 2.0885e+03
1.2975e-02 7.1848e-04 3.0230e-03 2.1276e-02 7.4510e-01 2.1671e-01 6.4198e-04 2.9666e-03 1.0228e-02 6.5551e-06 3.3325e-06 4.9224e-09 4.7454e-05 1.2637e-09 2.0870e+03
1.3126e-02 7.1065e-04 3.0294e-03 2.1338e-02 7.4510e-01 2.1661e-01 6.4571e-04 2.9817e-03 1.0238e-02 6.5876e-06 3.3654e-06 4.8736e-09 4.6616e-05 1.2309e-09 2.0856e+03
1.3278e-02 7.0290e-04 3.0359e-03 2.1399e-02 7.4510e-01 2.1651e-01 6.4946e-04 2.9968e-03 1.0247e-02 6.6203e-06 3.3987e-06 4.8252e-09 4.5791e-05 1.1989e-09 2.0842e+03
1.3432e-02 6.9525e-04 3.0423e-03 2.1461e-02 7.4510e-01 2.1642e-01 6.5323e-04 3.0119e-03 1.0257e-02 6.6531e-06 3.4323e-06 4.7770e-09 4.4978e-05 1.1677e-09 2.0828e+03
1.3587e-02 6.8767e-04 3.0487e-03 2.1523e-02 7.4510e-01 2.1632e-01 6.5701e-04 3.0271e-03 1.0266e-02 6.6861e-06 3.4663e-06 4.7292e-09 4.4177e-05 1.1372e-09 2.0813e+03
1.3745e-02 6.8018e-04 3.0551e-03 2.1585e-02 7.4510e-01 2.1623e-01 6.6082e-04 3.0423e-03 1.0275e-02 6.7193e-06 3.5007e-06 4.6816e-09 4.3388e-05 1.1075e-09 2.0799e+03
1.3904e-02 6.7278e-04 3.0615e-03 2.1647e-02 7.4510e-01 2.1613e-01 6.6464e-04 3.0576e-03 1.0284e-02 6.7526e-06 3.5354e-06 4.6344e-09 4.2610e-05 1.0784e-09 2.0784e+03
1.4065e-02 6.6545e-04 3.0679e-03 2.1709e-02 7.4510e-01 2.1603e-01 6.6849e-04 3.0730e-03 1.0293e-02 6.7862e-06 3.5705e-06 4.5875e-09 4.1844e-05 1.0501e-09 2.0770e+03
1.4228e-02 6.5821e-04 3.0743e-03 2.1771e-02 7.4510e-01 2.1594e-01 6.7235e-04 3.0884e-03 1.0301e-02 6.8199e-06 3.6060e-06 4.5408e-09 4.1090e-05 1.0224e-09 2.0755e+03
1.4393e-02 6.5105e-04 3.0807e-03 2.1834e-02 7.4510e-01 2.1584e-01 6.7623e-04 3.1038e-03 1.0310e-02 6.8539e-06 3.6419e-06 4.4945e-09 4.0346e-05 9.9538e-10 2.0741e+03
1.4560e-02 6.4396e-04 3.0872e-03 2.1897e-02 7.4511e-01 2.1574e-01 6.8013e-04 3.1193e-03 1.0319e-02 6.8880e-06 3.6782e-06 4.4485e-09 3.9614e-05 9.6903e-10 2.0726e+03
1.4729e-02 6.3696e-04 3.0936e-03 2.1959e-02 7.4511e-01 2.1565e-01 6.8404e-04 3.1348e-03 1.0327e-02 6.9223e-06 3.7149e-06 4.4027e-09 3.8893e-05 9.4331e-10 2.0711e+03
1.4900e-02 6.3003e-04 3.1000e-03 2.2022e-02 7.4511e-01 2.1555e-01 6.8798e-04 3.1504e-03 1.0335e-02 6.9567e-06 3.7519e-06 4.3573e-09 3.8183e-05 9.1822e-10 2.0697e+03
1.5072e-02 6.2318e-04 3.1064e-03 2.2085e-02 7.4511e-01 2.1545e-01 6.9193e-04 3.1661e-03 1.0344e-02 6.9914e-06 3.7894e-06 4.3122e-09 3.7483e-05 8.9374e-10 2.0682e+03
1.5247e-02 6.1640e-04 3.1128e-03 2.2149e-02 7.4511e-01 2.1536e-01 6.9591e-04 3.1817e-03 1.0352e-02 7.0263e-06 3.8273e-06 4.2673e-09 3.6795e-05 8.6986e-10 2.0667e+03
1.5424e-02 6.0970e-04 3.1192e-03 2.2212e-02 7.4511e-01 2.1526e-01 6.9990e-04 3.1975e-03 1.0360e-02 7.0613e-06 3.8656e-06 4.2228e-09 3.6116e-05 8.4656e-10 2.0652e+03
1.5602e-02 6.0308e-04 3.1256e-03 2.2275e-02 7.4511e-01 2.1516e-01 7.0391e-04 3.2133e-03 1.0368e-02 7.0966e-06 3.9044e-06 4.1786e-09 3.5448e-05 8.2384e-10 2.0638e+03
1.5783e-02 5.9652e-04 3.1320e-03 2.2339e-02 7.4511e-01 2.1506e-01 7.0794e-04 3.2291e-03 1.0375e-02 7.1320e-06 3.9435e-06 4.1346e-09 3.4791e-05 8.0167e-10 2.0623e+03
1.5966e-02 5.9004e-04 3.1384e-03 2.2403e-02 7.4511e-01 2.1497e-01 7.1199e-04 3.2450e-03 1.0383e-02 7.1676e-06 3.9831e-06 4.0910e-09 3.4144e-05 7.8006e-10 2.0608e+03
1.6151e-02 5.8363e-04 3.1448e-03 2.2467e-02 7.4511e-01 2.1487e-01 7.1606e-04 3.2609e-03 1.0391e-02 7.2035e-06 4.0232e-06 4.0477e-09 3.3506e-05 7.5897e-10 2.0593e+03
1.6339e-02 5.7730e-04 3.1512e-03 2.2531e-02 7.4511e-01 2.1477e-01 7.2015e-04 3.2769e-03 1.0398e-02 7.2395e-06 4.0636e-06 4.0046e-09 3.2879e-05 7.3842e-10 2.0578e+03
1.6528e-02 5.7103e-04 3.1576e-03 2.2595e-02 7.4511e-01 2.1467e-01 7.2426e-04 3.2929e-03 1.0406e-02 7.2757e-06 4.1045e-06 3.9619e-09 3.2261e-05 7.1837e-10 2.0563e+03
1.6719e-02 5.6483e-04 3.1640e-03 2.2659e-02 7.4511e-01 2.1457e-01 7.2838e-04 3.3090e-03 1.0413e-02 7.3121e-06 4.1459e-06 3.9194e-09 3.1654e-05 6.9882e-10 2.0548e+03
1.6913e-02 5.5870e-04 3.1704e-03 2.2724e-02 7.4511e-01 2.1448e-01 7.3253e-04 3.3251e-03 1.0420e-02 7.3487e-06 4.1877e-06 3.8773e-09 3.1055e-05 6.7977e-10 2.0533e+03
1.7109e-02 5.5263e-04 3.1768e-03 2.2788e-02 7.4511e-01 2.1438e-01 7.3669e-04 3.3413e-03 1.0427e-02 7.3855e-06 4.2300e-06 3.8354e-09 3.0466e-05 6.6119e-10 2.0517e+03
1.7308e-02 5.4664e-04 3.1832e-03 2.2853e-02 7.4511e-01 2.1428e-01 7.4088e-04 3.3575e-03 1.0434e-02 7.4225e-06 4.2728e-06 3.7938e-09 2.9887e-05 6.4308e-10 2.0502e+03
1.7508e-02 5.4071e-04 3.1896e-03 2.2918e-02 7.4511e-01 2.1418e-01 7.4508e-04 3.3737e-03 1.0441e-02 7.4598e-06 4.3160e-06 3.7526e-09 2.9317e-05 6.2542e-10 2.0487e+03
1.7711e-02 5.3484e-04 3.1960e-03 2.2983e-02 7.4511e-01 2.1408e-01 7.4931e-04 3.3900e-03 1.0448e-02 7.4972e-06 4.3597e-06 3.7116e-09 2.8756e-05 6.0822e-10 2.0472e+03
1.7917e-02 5.2904e-04 3.2024e-03 2.3048e-02 7.4511e-01 2.1399e-01 7.5355e-04 3.4064e-03 1.0454e-02 7.5348e-06 4.4039e-06 3.6709e-09 2.8204e-05 5.9144e-10 2.0456e+03
1.8124e-02 5.2331e-04 3.2087e-03 2.3113e-02 7.4511e-01 2.1389e-01 7.5781e-04 3.4228e-03 1.0461e-02 7.5726e-06 4.4486e-06 3.6305e-09 2.7661e-05 5.7510e-10 2.0441e+03
1.8334e-02 5.1764e-04 3.2151e-03 2.3178e-02 7.4511e-01 2.1379e-01 7.6209e-04 3.4392e-03 1.0467e-02 7.6106e-06 4.4937e-06 3.5904e-09 2.7126e-05 5.5917e-10 2.0426e+03
1.8547e-02 5.1203e-04 3.2215e-03 2.3244e-02 7.4511e-01 2.1369e-01 7.6639e-04 3.4557e-03 1.0473e-02 7.6489e-06 4.5394e-06 3.5506e-09 2.6601e-05 5.4365e-10 2.0410e+03
1.8762e-02 5.0648e-04 3.2279e-03 2.3310e-02 7.4511e-01 2.1359e-01 7.7071e-04 3.4723e-03 1.0479e-02 7.6873e-06 4.5856e-06 3.5110e-09 2.6084e-05 5.2853e-10 2.0395e+03
1.8979e-02 5.0099e-04 3.2342e-03 2.3375e-02 7.4511e-01 2.1349e-01 7.7505e-04 3.4888e-03 1.0486e-02 7.7259e-06 4.6323e-06 3.4718e-09 2.5575e-05 5.1380e-10 2.0379e+03
1.9199e-02 4.9556e-04 3.2406e-03 2.3441e-02 7.4511e-01 2.1339e-01 7.7941e-04 3.5055e-03 1.0491e-02 7.7648e-06 4.6795e-06 3.4328e-09 2.5075e-05 4.9945e-10 2.0364e+03
1.9422e-02 4.9020e-04 3.2470e-03 2.3507e-02 7.4511e-01 2.1329e-01 7.8379e-04 3.5221e-03 1.0497e-02 7.8039e-06 4.7272e-06 3.3942e-09 2.4583e-05 4.8547e-10 2.0348e+03
1.9647e-02 4.8489e-04 3.2533e-03 2.3574e-02 7.4511e-01 2.1319e-01 7.8819e-04 3.5388e-03 1.0503e-02 7.8431e-06 4.7755e-06 3.3558e-09 2.4099e-05 4.7185e-10 2.0333e+03
1.9875e-02 4.7964e-04 3.2597e-03 2.3640e-02 7.4511e-01 2.1309e-01 7.9261e-04 3.5556e-03 1.0508e-02 7.8826e-06 4.8243e-06 3.3177e-09 2.3623e-05 4.5858e-10 2.0317e+03
2.0105e-02 4.7445e-04 3.2660e-03 2.3707e-02 7.4511e-01 2.1300e-01 7.9705e-04 3.5724e-03 1.0514e-02 7.9223e-06 4.8736e-06 3.2799e-09 2.3155e-05 4.4566e-10 2.0301e+03
2.0338e-02 4.6932e-04 3.2724e-03 2.3773e-02 7.4511e-01 2.1290e-01 8.0151e-04 3.5892e-03 1.0519e-02 7.9623e-06 4.9235e-06 3.2424e-09 2.2695e-05 4.3308e-10 2.0286e+03
2.0574e-02 4.6424e-04 3.2787e-03 2.3840e-02 7.4511e-01 2.1280e-01 8.0598e-04 3.6061e-03 1.0524e-02 8.0024e-06 4.9739e-06 3.2052e-09 2.2243e-05 4.2083e-10 2.0270e+03
2.0812e-02 4.5922e-04 3.2851e-03 2.3907e-02 7.4511e-01 2.1270e-01 8.1048e-04 3.6231e-03 1.0529e-02 8.0427e-06 5.0249e-06 3.1682e-09 2.1798e-05 4.0890e-10 2.0254e+03
2.1053e-02 4.5425e-04 3.2914e-03 2.3974e-02 7.4511e-01 2.1260e-01 8.1500e-04 3.6400e-03 1.0534e-02 8.0833e-06 5.0765e-06 3.1316e-09 2.1361e-05 3.9728e-10 2.0238e+03
2.1297e-02 4.4934e-04 3.2978e-03 2.4041e-02 7.4511e-01 2.1250e-01 8.1954e-04 3.6570e-03 1.0539e-02 8.1241e-06 5.1287e-06 3.0952e-09 2.0931e-05 3.8597e-10 2.0222e+03
2.1544e-02 4.4448e-04 3.3041e-03 2.4109e-02 7.4511e-01 2.1240e-01 8.2409e-04 3.6741e-03 1.0544e-02 8.1651e-06 5.1814e-06 3.0591e-09 2.0509e-05 3.7496e-10 2.0206e+03
2.1794e-02 4.3968e-04 3.3104e-03 2.4176e-02 7.4511e-01 2.1230e-01 8.2867e-04 3.6912e-03 1.0548e-02 8.2063e-06 5.2347e-06 3.0233e-09 2.0093e-05 3.6424e-10 2.0191e+03
2.2047e-02 4.3493e-04 3.3168e-03 2.4244e-02 7.4511e-01 2.1220e-01 8.3327e-04 3.7083e-03 1.0553e-02 8.2478e-06 5.2886e-06 2.9877e-09 1.9685e-05 3.5381e-10 2.0175e+03
2.2302e-02 4.3023e-04 3.3231e-03 2.4311e-02 7.4511e-01 2.1210e-01 8.3789e-04 3.7255e-03 1.0557e-02 8.2895e-06 5.3431e-06 2.9525e-09 1.9284e-05 3.4365e-10 2.0159e+03
2.2561e-02 4.2558e-04 3.3294e-03 2.4379e-02 7.4511e-01 2.1200e-01 8.4252e-04 3.7427e-03 1.0561e-02 8.3314e-06 5.3982e-06 2.9175e-09 1.8890e-05 3.3377e-10 2.0143e+03
2.2822e-02 4.2099e-04 3.3357e-03 2.4447e-02 7.4511e-01 2.1190e-01 8.4718e-04 3.7600e-03 1.0566e-02 8.3735e-06 5.4540e-06 2.8828e-09 1.8503e-05 3.2415e-10 2.0126e+03
2.3087e-02 4.1644e-04 3.3420e-03 2.4516e-02 7.4512e-01 2.1180e-01 8.5186e-04 3.7773e-03 1.0569e-02 8.4158e-06 5.5103e-06 2.8484e-09 1.8122e-05 3.1479e-10 2.0110e+03
2.3354e-02 4.1194e-04 3.3483e-03 2.4584e-02 7.4512e-01 2.1170e-01 8.5656e-04 3.7946e-03 1.0573e-02 8.4584e-06 5.5673e-06 2.8143e-09 1.7749e-05 3.0568e-10 2.0094e+03
2.3625e-02 4.0750e-04 3.3546e-03 2.4652e-02 7.4512e-01 2.1160e-01 8.6127e-04 3.8120e-03 1.0577e-02 8.5012e-06 5.6249e-06 2.7804e-09 1.7381e-05 2.9681e-10 2.0078e+03
2.3899e-02 4.0310e-04 3.3609e-03 2.4721e-02 7.4512e-01 2.1150e-01 8.6601e-04 3.8294e-03 1.0581e-02 8.5443e-06 5.6832e-06 2.7468e-09 1.7021e-05 2.8819e-10 2.0062e+03
2.4176e-02 3.9875e-04 3.3672e-03 2.4790e-02 7.4512e-01 2.1139e-01 8.7077e-04 3.8468e-03 1.0584e-02 8.5876e-06 5.7421e-06 2.7135e-09 1.6666e-05 2.7980e-10 2.0045e+03
2.4456e-02 3.9445e-04 3.3735e-03 2.4859e-02 7.4512e-01 2.1129e-01 8.7555e-04 3.8643e-03 1.0587e-02 8.6311e-06 5.8017e-06 2.6805e-09 1.6318e-05 2.7164e-10 2.0029e+03
2.4740e-02 3.9020e-04 3.3798e-03 2.4928e-02 7.4512e-01 2.1119e-01 8.8034e-04 3.8819e-03 1.0590e-02 8.6748e-06 5.8619e-06 2.6477e-09 1.5976e-05 2.6370e-10 2.0013e+03
2.5026e-02 3.8599e-04 3.3861e-03 2.4997e-02 7.4512e-01 2.1109e-01 8.8516e-04 3.8994e-03 1.0593e-02 8.7188e-06 5.9228e-06 2.6152e-09 1.5640e-05 2.5598e-10 1.9996e+03
2.5316e-02 3.8183e-04 3.3924e-03 2.5066e-02 7.4512e-01 2.1099e-01 8.9000e-04 3.9170e-03 1.0596e-02 8.7630e-06 5.9844e-06 2.5830e-09 1.5311e-05 2.4847e-10 1.9980e+03
2.5610e-02 3.7771e-04 3.3986e-03 2.5136e-02 7.4512e-01 2.1089e-01 8.9486e-04 3.9347e-03 1.0599e-02 8.8075e-06 6.0467e-06 2.5510e-09 1.4987e-05 2.4117e-10 1.9964e+03
2.5907e-02 3.7364e-04 3.4049e-03 2.5206e-02 7.4512e-01 2.1079e-01 8.9974e-04 3.9523e-03 1.0602e-02 8.8522e-06 6.1096e-06 2.5193e-09 1.4669e-05 2.3407e-10 1.9947e+03
2.6207e-02 3.6962e-04 3.4112e-03 2.5275e-02 7.4512e-01 2.1069e-01 9.0464e-04 3.9701e-03 1.0604e-02 8.8971e-06 6.1733e-06 2.4879e-09 1.4357e-05 2.2716e-10 1.9931e+03
2.6511e-02 3.6564e-04 3.4174e-03 2.5345e-02 7.4512e-01 2.1059e-01 9.0956e-04 3.9878e-03 1.0607e-02 8.9423e-06 6.2377e-06 2.4568e-09 1.4050e-05 2.2044e-10 1.9914e+03
2.6818e-02 3.6170e-04 3.4237e-03 2.5415e-02 7.4512e-01 2.1049e-01 9.1450e-04 4.0056e-03 1.0609e-02 8.9877e-06 6.3028e-06 2.4259e-09 1.3749e-05 2.1392e-10 1.9897e+03
2.7129e-02 3.5781e-04 3.4299e-03 2.5486e-02 7.4512e-01 2.1038e-01 9.1946e-04 4.0234e-03 1.0611e-02 9.0334e-06 6.3687e-06 2.3953e-09 1.3454e-05 2.0757e-10 1.9881e+03
2.7443e-02 3.5395e-04 3.4362e-03 2.5556e-02 7.4512e-01 2.1028e-01 9.2444e-04 4.0412e-03 1.0613e-02 9.0793e-06 6.4352e-06 2.3649e-09 1.3164e-05 2.0140e-10 1.9864e+03
2.7762e-02 3.5014e-04 3.4424e-03 2.5627e-02 7.4512e-01 2.1018e-01 9.2944e-04 4.0591e-03 1.0615e-02 9.1254e-06 6.5025e-06 2.3349e-09 1.2880e-05 1.9540e-10 1.9847e+03
2.8083e-02 3.4638e-04 3.4487e-03 2.5697e-02 7.4512e-01 2.1008e-01 9.3446e-04 4.0770e-03 1.0617e-02 9.1718e-06 6.5706e-06 2.3051e-09 1.2600e-05 1.8957e-10 1.9831e+03
2.8409e-02 3.4265e-04 3.4549e-03 2.5768e-02 7.4512e-01 2.0998e-01 9.3950e-04 4.0950e-03 1.0618e-02 9.2185e-06 6.6394e-06 2.2755e-09 1.2326e-05 1.8390e-10 1.9814e+03
2.8738e-02 3.3897e-04 3.4611e-03 2.5839e-02 7.4512e-01 2.0988e-01 9.4456e-04 4.1130e-03 1.0620e-02 9.2654e-06 6.7090e-06 2.2462e-09 1.2057e-05 1.7839e-10 1.9797e+03
2.9071e-02 3.3532e-04 3.4673e-03 2.5910e-02 7.4512e-01 2.0977e-01 9.4964e-04 4.1310e-03 1.0621e-02 9.3126e-06 6.7794e-06 2.2172e-09 1.1793e-05 1.7304e-10 1.9780e+03
2.9408e-02 3.3171e-04 3.4735e-03 2.5981e-02 7.4512e-01 2.0967e-01 9.5474e-04 4.1490e-03 1.0622e-02 9.3600e-06 6.8506e-06 2.1884e-09 1.1534e-05 1.6784e-10 1.9763e+03
2.9749e-02 3.2815e-04 3.4797e-03 2.6053e-02 7.4512e-01 2.0957e-01 9.5987e-04 4.1671e-03 1.0623e-02 9.4077e-06 6.9225e-06 2.1599e-09 1.1280e-05 1.6279e-10 1.9746e+03
3.0094e-02 3.2462e-04 3.4860e-03 2.6124e-02 7.4512e-01 2.0947e-01 9.6501e-04 4.1852e-03 1.0624e-02 9.4556e-06 6.9953e-06 2.1317e-09 1.1031e-05 1.5788e-10 1.9730e+03
